homega	previousyeartableposition	homegf	currenttableposition	awaygf	awayga	teamshortform	hasachievedobjective	yettowin	unbeatenallcomps	unbeatenleague	champion	leagueid	prevleagueid	highestpossible	teamform	highestprobable	homewins	artificialkey	nummatchesplayed	teamid	grouping	awaywins	objective	points	actualvsexpectations	homelosses	unbeatenhome	lastgameresult	unbeatenaway	awaylosses	awaydraws	homedraws	teamlongform
1	16	3	9	0	1	44	0	0	0	0	0	66	66	0	120	3	1	398	3	113685	3	0	5	4	0	0	1	2	0	1	1	0	44
2	15	0	17	1	2	11	0	1	0	0	0	66	66	0	100	4	0	399	3	113686	4	0	5	1	2	1	0	2	0	1	1	0	11
0	2	0	4	5	6	66	0	0	0	0	0	66	66	0	202	8	0	400	3	114326	8	2	8	6	1	0	1	0	0	1	0	0	66
0	2	0	11	0	0	0	0	0	0	0	0	68	68	0	0	0	0	401	0	325	3	0	0	0	0	0	0	0	0	0	0	0	0
0	3	0	9	0	0	0	0	0	0	0	0	68	68	0	0	0	0	402	0	326	3	0	0	0	0	0	0	0	0	0	0	0	0
0	1	3	2	0	0	100	0	0	0	1	1	68	68	0	2	10	1	403	1	327	10	0	0	3	2	0	1	0	1	0	0	0	100
0	4	0	17	0	0	0	0	0	0	0	0	68	68	0	0	0	0	404	0	436	5	0	0	0	0	0	0	0	0	0	0	0	0
0	16	0	10	0	0	0	0	0	0	0	0	68	68	0	0	0	0	405	0	741	3	0	3	0	0	0	0	0	0	0	0	0	0
0	20	3	1	0	0	100	0	0	0	1	0	68	68	0	2	0	1	406	1	101006	0	0	5	3	0	0	1	0	1	0	0	0	100
0	12	0	15	0	0	0	0	0	0	0	0	68	68	0	0	0	0	407	0	101014	5	0	10	0	0	0	0	0	0	0	0	0	0
0	18	0	6	0	0	0	0	0	0	0	0	68	68	0	0	0	0	408	0	101016	8	0	5	0	0	0	0	0	0	0	0	0	0
0	17	0	20	0	3	0	0	1	0	0	0	68	68	0	0	3	0	409	1	101020	5	0	5	0	2	0	1	2	0	1	0	0	0
0	10	0	13	0	0	0	0	0	0	0	0	68	68	0	0	0	0	410	0	101026	3	0	3	0	0	0	0	0	0	0	0	0	0
1	6	1	4	0	0	33	0	1	0	1	0	68	68	0	1	10	0	411	1	101028	10	0	3	1	0	0	1	1	1	0	0	1	33
0	11	0	14	0	0	0	0	0	0	0	0	68	68	0	0	0	0	412	0	101033	3	0	3	0	0	0	0	0	0	0	0	0	0
0	13	0	19	0	3	0	0	1	0	0	0	68	68	0	0	8	0	413	1	101037	5	0	3	0	3	0	1	2	0	1	0	0	0
0	5	0	8	0	0	0	0	0	0	0	0	68	68	0	0	0	0	414	0	101041	3	0	8	0	0	0	0	0	0	0	0	0	0
0	9	0	18	2	3	0	0	1	0	0	0	68	68	0	0	8	0	415	1	110776	5	0	3	0	3	0	1	2	0	1	0	0	0
2	8	3	3	0	0	100	0	0	0	1	0	68	68	0	2	10	1	416	1	111117	10	0	8	3	0	0	1	0	1	0	0	0	100
0	14	0	5	1	1	33	0	1	0	1	0	68	68	0	1	8	0	417	1	111339	8	0	3	1	0	0	1	1	1	0	1	0	33
0	19	0	12	0	0	0	0	0	0	0	0	68	68	0	0	0	0	418	0	112120	3	0	5	0	0	0	0	0	0	0	0	0	0
0	7	0	7	0	0	0	0	0	0	0	0	68	68	0	0	0	0	419	0	113142	8	0	10	0	0	0	0	0	0	0	0	0	0
0	15	0	16	0	0	0	0	0	0	0	0	68	68	0	0	0	0	420	0	113259	5	0	5	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	421	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	76	76	0	0	0	0	422	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	423	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	76	76	0	0	0	0	424	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	425	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	426	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	76	76	0	0	0	0	427	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	428	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	429	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	430	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	76	76	0	0	0	0	431	0	1874	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	432	0	1884	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	433	0	1947	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	434	0	100135	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	76	76	0	0	0	0	435	0	100325	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	436	0	100765	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	437	0	100767	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	76	76	0	0	0	0	438	0	101047	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	439	0	101059	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	440	0	101104	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	441	0	110468	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	442	0	110734	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	443	0	110968	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	444	0	110978	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	445	0	110992	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	446	0	111002	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	447	0	111007	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	448	0	111014	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	449	0	111327	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	450	0	111328	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	451	0	111596	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	452	0	111723	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	453	0	111811	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	454	0	112026	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	455	0	112190	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	456	0	112667	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	457	0	112916	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	458	0	113580	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	459	0	113723	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	460	0	114511	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	461	0	114575	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	462	0	114578	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	463	0	114611	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	464	0	114617	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	465	0	114619	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	466	0	114815	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	467	0	115358	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	76	76	0	0	0	0	468	0	115535	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	469	0	112139	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	470	0	113576	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	471	0	113577	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	472	0	114847	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	473	0	114848	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	474	0	116028	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	4	0	0	0	0	0	0	0	0	78	78	0	0	0	0	475	0	1318	0	0	0	1687	0	0	0	0	0	0	0	0	0
0	2	0	23	0	0	0	0	0	0	0	0	78	78	0	0	0	0	476	0	1322	0	0	0	1523	0	0	0	0	0	0	0	0	0
0	2	0	1	0	0	0	0	0	0	0	0	78	78	0	0	0	0	477	0	1325	0	0	0	1783	0	0	0	0	0	0	0	0	0
0	2	0	40	0	0	0	0	0	0	0	0	78	78	0	0	0	0	478	0	1330	0	0	0	1459	0	0	0	0	0	0	0	0	0
0	2	0	10	0	0	0	0	0	0	0	0	78	78	0	0	0	0	479	0	1331	0	0	0	1632	0	0	0	0	0	0	0	0	0
0	2	0	54	0	0	0	0	0	0	0	0	78	78	0	0	0	0	480	0	1334	0	0	0	1411	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	78	78	0	0	0	0	481	0	1335	0	0	0	1757	0	0	0	0	0	0	0	0	0
0	2	0	12	0	0	0	0	0	0	0	0	78	78	0	0	0	0	482	0	1337	0	0	0	1609	0	0	0	0	0	0	0	0	0
0	2	0	51	0	0	0	0	0	0	0	0	78	78	0	0	0	0	483	0	1338	0	0	0	1419	0	0	0	0	0	0	0	0	0
0	2	0	52	0	0	0	0	0	0	0	0	78	78	0	0	0	0	484	0	1341	0	0	0	1416	0	0	0	0	0	0	0	0	0
0	2	0	7	0	0	0	0	0	0	0	0	78	78	0	0	0	0	485	0	1343	0	0	0	1642	0	0	0	0	0	0	0	0	0
0	2	0	42	0	0	0	0	0	0	0	0	78	78	0	0	0	0	486	0	1352	0	0	0	1452	0	0	0	0	0	0	0	0	0
0	2	0	21	0	0	0	0	0	0	0	0	78	78	0	0	0	0	487	0	1353	0	0	0	1550	0	0	0	0	0	0	0	0	0
0	2	0	5	0	0	0	0	0	0	0	0	78	78	0	0	0	0	488	0	1354	0	0	0	1666	0	0	0	0	0	0	0	0	0
0	2	0	47	0	0	0	0	0	0	0	0	78	78	0	0	0	0	489	0	1355	0	0	0	1427	0	0	0	0	0	0	0	0	0
0	2	0	43	0	0	0	0	0	0	0	0	78	78	0	0	0	0	490	0	1356	0	0	0	1449	0	0	0	0	0	0	0	0	0
0	2	0	38	0	0	0	0	0	0	0	0	78	78	0	0	0	0	491	0	1357	0	0	0	1463	0	0	0	0	0	0	0	0	0
0	2	0	44	0	0	0	0	0	0	0	0	78	78	0	0	0	0	492	0	1359	0	0	0	1441	0	0	0	0	0	0	0	0	0
0	2	0	6	0	0	0	0	0	0	0	0	78	78	0	0	0	0	493	0	1362	0	0	0	1648	0	0	0	0	0	0	0	0	0
0	2	0	18	0	0	0	0	0	0	0	0	78	78	0	0	0	0	494	0	1363	0	0	0	1570	0	0	0	0	0	0	0	0	0
0	2	0	24	0	0	0	0	0	0	0	0	78	78	0	0	0	0	495	0	1366	0	0	0	1515	0	0	0	0	0	0	0	0	0
0	2	0	17	0	0	0	0	0	0	0	0	78	78	0	0	0	0	496	0	1367	0	0	0	1570	0	0	0	0	0	0	0	0	0
0	2	0	8	0	0	0	0	0	0	0	0	78	78	0	0	0	0	497	0	1369	0	0	0	1642	0	0	0	0	0	0	0	0	0
0	2	0	3	0	0	0	0	0	0	0	0	78	78	0	0	0	0	498	0	1370	0	0	0	1743	0	0	0	0	0	0	0	0	0
0	2	0	11	0	0	0	0	0	0	0	0	78	78	0	0	0	0	499	0	1386	0	0	0	1630	0	0	0	0	0	0	0	0	0
0	2	0	20	0	0	0	0	0	0	0	0	78	78	0	0	0	0	500	0	1387	0	0	0	1555	0	0	0	0	0	0	0	0	0
0	2	0	77	0	0	0	0	0	0	0	0	78	78	0	0	0	0	501	0	1413	0	0	0	1323	0	0	0	0	0	0	0	0	0
0	2	0	41	0	0	0	0	0	0	0	0	78	78	0	0	0	0	502	0	1415	0	0	0	1457	0	0	0	0	0	0	0	0	0
0	2	0	37	0	0	0	0	0	0	0	0	78	78	0	0	0	0	503	0	1886	0	0	0	1469	0	0	0	0	0	0	0	0	0
0	2	0	16	0	0	0	0	0	0	0	0	78	78	0	0	0	0	504	0	105035	0	0	0	1598	0	0	0	0	0	0	0	0	0
0	2	0	48	0	0	0	0	0	0	0	0	78	78	0	0	0	0	505	0	110081	0	0	0	1426	0	0	0	0	0	0	0	0	0
0	2	0	70	0	0	0	0	0	0	0	0	78	78	0	0	0	0	506	0	111455	0	0	0	1341	0	0	0	0	0	0	0	0	0
0	2	0	122	0	0	0	0	0	0	0	0	78	78	0	0	0	0	507	0	111473	0	0	0	1149	0	0	0	0	0	0	0	0	0
1	1	8	1	4	1	100	0	0	0	1	1	80	80	0	2222	0	2	508	4	191	0	2	0	12	1	0	1	0	1	0	0	0	100
4	3	4	3	4	1	66	0	0	0	0	0	80	80	0	22	10	1	509	3	209	10	1	10	6	1	1	0	0	1	0	0	0	66
1	4	1	4	2	1	55	0	0	0	1	0	80	80	0	211	10	0	510	3	252	10	1	10	5	1	0	1	1	1	0	1	1	55
2	2	3	9	1	1	44	0	0	0	0	0	80	80	0	12	8	1	511	3	254	3	0	10	4	3	1	0	0	1	0	1	0	44
1	8	1	12	1	3	11	0	1	0	0	0	80	80	0	10	4	0	512	3	256	4	0	8	1	4	0	1	2	0	2	0	1	11
2	9	4	2	2	8	58	0	0	0	0	0	80	80	0	2021	10	2	513	4	780	10	0	3	7	0	0	1	1	0	1	1	0	58
3	7	2	6	5	4	33	0	0	0	0	0	80	80	0	2001	3	0	514	4	2017	8	1	3	4	0	1	0	1	0	1	0	1	33
2	6	2	8	3	3	33	0	1	0	1	0	80	80	0	1111	3	0	515	4	15040	3	0	3	4	1	0	1	1	1	0	2	2	33
6	5	3	11	1	4	16	0	1	0	0	0	80	80	0	1001	5	0	516	4	111822	5	0	8	2	3	1	0	1	0	1	1	1	16
4	12	5	7	0	4	44	0	0	0	0	0	80	80	0	102	8	1	517	3	113692	3	0	5	4	0	0	1	0	0	1	0	1	44
1	11	4	5	2	3	33	0	0	0	0	0	80	80	0	1200	3	1	518	4	113693	8	0	5	4	0	1	0	2	0	1	1	0	33
1	10	0	10	3	4	33	0	0	0	0	0	80	80	0	20	5	0	519	3	113756	5	1	3	3	2	1	0	2	0	1	0	0	33
0	27	0	27	0	0	0	0	0	0	0	0	83	83	0	0	0	0	520	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0
0	26	0	26	0	0	0	0	0	0	0	0	351	83	0	0	0	0	521	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0
0	61	0	61	0	0	0	0	0	0	0	0	83	83	0	0	0	0	522	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0
0	60	0	60	0	0	0	0	0	0	0	0	83	83	0	0	0	0	523	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0
0	50	0	50	0	0	0	0	0	0	0	0	83	83	0	0	0	0	524	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0
0	51	0	51	0	0	0	0	0	0	0	0	83	83	0	0	0	0	525	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0
0	17	0	17	0	0	0	0	0	0	0	0	83	83	0	0	0	0	526	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0
0	59	0	59	0	0	0	0	0	0	0	0	83	83	0	0	0	0	527	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0
0	52	0	52	0	0	0	0	0	0	0	0	83	83	0	0	0	0	528	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0
0	53	0	53	0	0	0	0	0	0	0	0	83	83	0	0	0	0	529	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0
0	49	0	49	0	0	0	0	0	0	0	0	83	83	0	0	0	0	530	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0
0	43	0	43	0	0	0	0	0	0	0	0	83	83	0	0	0	0	531	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0
0	58	0	58	0	0	0	0	0	0	0	0	83	83	0	0	0	0	532	0	920	0	0	0	0	0	0	0	0	0	0	0	0	0
0	11	0	11	0	0	0	0	0	0	0	0	83	83	0	0	0	0	533	0	981	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	0	10	0	0	0	0	0	0	0	0	83	83	0	0	0	0	534	0	982	0	0	0	0	0	0	0	0	0	0	0	0	0
0	46	0	46	0	0	0	0	0	0	0	0	83	83	0	0	0	0	535	0	1443	0	0	0	0	0	0	0	0	0	0	0	0	0
0	47	0	47	0	0	0	0	0	0	0	0	83	83	0	0	0	0	536	0	1447	0	0	0	0	0	0	0	0	0	0	0	0	0
0	25	0	25	0	0	0	0	0	0	0	0	83	83	0	0	0	0	537	0	1572	0	0	0	0	0	0	0	0	0	0	0	0	0
0	24	0	24	0	0	0	0	0	0	0	0	83	83	0	0	0	0	538	0	1586	0	0	0	0	0	0	0	0	0	0	0	0	0
0	39	0	39	0	0	0	0	0	0	0	0	83	83	0	0	0	0	539	0	1787	0	0	0	0	0	0	0	0	0	0	0	0	0
0	64	0	64	0	0	0	0	0	0	0	0	83	83	0	0	0	0	540	0	1862	0	0	0	0	0	0	0	0	0	0	0	0	0
0	41	0	41	0	0	0	0	0	0	0	0	83	83	0	0	0	0	541	0	15009	0	0	0	0	0	0	0	0	0	0	0	0	0
0	48	0	48	0	0	0	0	0	0	0	0	83	83	0	0	0	0	542	0	100805	0	0	0	0	0	0	0	0	0	0	0	0	0
0	20	0	20	0	0	0	0	0	0	0	1	83	83	0	0	0	0	543	0	110565	0	0	0	0	0	0	0	0	0	0	0	0	0
0	19	0	3	0	0	0	0	0	0	0	0	83	351	0	0	0	0	544	0	112961	0	0	0	0	0	0	0	0	0	0	0	0	0
0	20	0	4	0	0	0	0	0	0	0	0	83	351	0	0	0	0	545	0	110930	0	0	0	0	0	0	0	0	0	0	0	0	0
0	22	0	22	0	0	0	0	0	0	0	0	83	83	0	0	0	0	546	0	111088	0	0	0	0	0	0	0	0	0	0	0	0	0
0	15	0	15	0	0	0	0	0	0	0	0	83	83	0	0	0	0	547	0	111629	0	0	0	0	0	0	0	0	0	0	0	0	0
0	30	0	30	0	0	0	0	0	0	0	0	83	83	0	0	0	0	548	0	111701	0	0	0	0	0	0	0	0	0	0	0	0	0
0	44	0	44	0	0	0	0	0	0	0	0	83	83	0	0	0	0	549	0	111774	0	0	0	0	0	0	0	0	0	0	0	0	0
0	40	0	40	0	0	0	0	0	0	0	0	351	83	0	0	0	0	550	0	110765	0	0	0	0	0	0	0	0	0	0	0	0	0
0	45	0	45	0	0	0	0	0	0	0	0	83	83	0	0	0	0	551	0	111773	0	0	0	0	0	0	0	0	0	0	0	0	0
0	21	0	21	0	0	0	0	0	0	0	0	83	83	0	0	0	0	552	0	112510	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9	0	9	0	0	0	0	0	0	0	0	83	83	0	0	0	0	553	0	112658	0	0	0	0	0	0	0	0	0	0	0	0	0
0	42	0	42	0	0	0	0	0	0	0	0	83	83	0	0	0	0	554	0	112695	0	0	0	0	0	0	0	0	0	0	0	0	0
0	55	0	55	0	0	0	0	0	0	0	0	83	83	0	0	0	0	555	0	112783	0	0	0	0	0	0	0	0	0	0	0	0	0
0	57	0	57	0	0	0	0	0	0	0	0	83	83	0	0	0	0	556	0	112836	0	0	0	0	0	0	0	0	0	0	0	0	0
0	31	0	31	0	0	0	0	0	0	0	0	83	83	0	0	0	0	557	0	113040	0	0	0	0	0	0	0	0	0	0	0	0	0
0	32	0	32	0	0	0	0	0	0	0	0	83	83	0	0	0	0	558	0	113146	0	0	0	0	0	0	0	0	0	0	0	0	0
0	56	0	56	0	0	0	0	0	0	0	0	83	83	0	0	0	0	559	0	113161	0	0	0	0	0	0	0	0	0	0	0	0	0
0	63	0	63	0	0	0	0	0	0	0	0	83	83	0	0	0	0	560	0	113173	0	0	0	0	0	0	0	0	0	0	0	0	0
0	19	0	19	0	0	0	0	0	0	0	0	83	83	0	0	0	0	561	0	113182	0	0	0	0	0	0	0	0	0	0	0	0	0
0	54	0	54	0	0	0	0	0	0	0	0	83	83	0	0	0	0	562	0	113186	0	0	0	0	0	0	0	0	0	0	0	0	0
0	13	0	13	0	0	0	0	0	0	0	0	83	83	0	0	0	0	563	0	113257	0	0	0	0	0	0	0	0	0	0	0	0	0
0	37	0	37	0	0	0	0	0	0	0	0	83	83	0	0	0	0	564	0	113296	0	0	0	0	0	0	0	0	0	0	0	0	0
0	33	0	33	0	0	0	0	0	0	0	0	83	83	0	0	0	0	565	0	113297	0	0	0	0	0	0	0	0	0	0	0	0	0
0	34	0	34	0	0	0	0	0	0	0	0	83	83	0	0	0	0	566	0	113298	0	0	0	0	0	0	0	0	0	0	0	0	0
0	14	0	14	0	0	0	0	0	0	0	0	83	83	0	0	0	0	567	0	113299	0	0	0	0	0	0	0	0	0	0	0	0	0
0	35	0	35	0	0	0	0	0	0	0	0	83	83	0	0	0	0	568	0	113300	0	0	0	0	0	0	0	0	0	0	0	0	0
0	36	0	36	0	0	0	0	0	0	0	0	83	83	0	0	0	0	569	0	113301	0	0	0	0	0	0	0	0	0	0	0	0	0
0	12	0	12	0	0	0	0	0	0	0	0	83	83	0	0	0	0	570	0	113302	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8	0	8	0	0	0	0	0	0	0	0	83	83	0	0	0	0	571	0	113313	0	0	0	0	0	0	0	0	0	0	0	0	0
0	17	0	1	0	0	0	0	0	0	0	0	83	351	0	0	0	0	572	0	113320	0	0	0	0	0	0	0	0	0	0	0	0	0
0	16	0	16	0	0	0	0	0	0	0	0	83	83	0	0	0	0	573	0	113380	0	0	0	0	0	0	0	0	0	0	0	0	0
0	18	0	2	0	0	0	0	0	0	0	0	83	351	0	0	0	0	574	0	113594	0	0	0	0	0	0	0	0	0	0	0	0	0
0	28	0	28	0	0	0	0	0	0	0	0	83	83	0	0	0	0	575	0	113655	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7	0	7	0	0	0	0	0	0	0	0	83	83	0	0	0	0	576	0	113696	0	0	0	0	0	0	0	0	0	0	0	0	0
0	62	0	62	0	0	0	0	0	0	0	0	83	83	0	0	0	0	577	0	113743	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	0	6	0	0	0	0	0	0	0	0	351	83	0	0	0	0	578	0	113930	0	0	0	0	0	0	0	0	0	0	0	0	0
0	23	0	23	0	0	0	0	0	0	0	0	351	83	0	0	0	0	579	0	114004	0	0	0	0	0	0	0	0	0	0	0	0	0
0	38	0	38	0	0	0	0	0	0	0	0	83	83	0	0	0	0	580	0	114168	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	0	5	0	0	0	0	0	0	0	0	83	83	0	0	0	0	581	0	115482	0	0	0	0	0	0	0	0	0	0	0	0	0
0	29	0	29	0	0	0	0	0	0	0	0	83	83	0	0	0	0	582	0	115485	0	0	0	0	0	0	0	0	0	0	0	0	0
0	18	0	18	0	0	0	0	0	0	0	0	83	83	0	0	0	0	583	0	115716	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	111	111	0	0	0	0	584	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	111	111	0	0	0	0	585	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0
3	6	3	6	0	0	44	0	0	0	0	0	189	189	0	12	3	1	586	3	322	3	0	5	4	0	1	0	0	1	0	1	0	44
2	3	0	7	3	6	33	0	0	0	0	0	189	189	0	200	3	0	587	3	324	3	1	8	3	2	1	0	2	0	1	0	0	33
1	8	3	2	5	1	100	0	0	1	1	0	189	189	0	222	10	1	588	3	894	10	2	8	9	0	0	1	0	1	0	0	0	100
2	2	11	1	2	0	100	0	0	1	1	0	189	189	0	222	0	2	589	3	896	0	1	0	9	1	0	1	0	1	0	0	0	100
7	5	4	9	2	2	11	0	1	0	0	0	189	189	0	10	5	0	590	3	897	5	0	10	1	4	2	0	2	1	0	1	0	11
2	7	2	4	3	3	44	0	0	0	0	0	189	189	0	210	8	0	591	3	898	8	1	8	4	1	0	1	2	0	1	0	1	44
0	1	0	5	4	4	44	0	0	0	0	1	189	189	0	210	3	0	592	3	900	3	1	0	4	4	0	1	2	0	1	0	1	44
3	4	2	3	2	0	66	0	0	0	0	0	189	189	0	22	10	1	593	3	10032	10	1	3	6	0	1	0	0	1	0	0	0	66
2	9	2	8	1	6	33	0	0	0	0	0	189	189	0	2	5	1	594	3	110770	5	0	3	3	2	1	0	0	0	1	0	0	33
2	10	1	10	2	6	0	0	1	0	0	0	189	189	0	0	4	0	595	3	113321	4	0	3	0	3	1	0	2	0	2	0	0	0
0	12	0	12	0	0	0	0	0	0	0	0	241	241	0	0	0	0	596	0	113319	14	0	15	0	0	0	0	0	0	0	0	0	0
0	11	0	11	0	0	0	0	0	0	0	0	241	241	0	0	0	0	597	0	113322	5	0	11	0	0	0	0	0	0	0	0	0	0
