homega	previousyeartableposition	homegf	currenttableposition	awaygf	awayga	teamshortform	hasachievedobjective	yettowin	unbeatenallcomps	unbeatenleague	champion	leagueid	prevleagueid	highestpossible	teamform	highestprobable	homewins	artificialkey	nummatchesplayed	teamid	grouping	awaywins	objective	points	actualvsexpectations	homelosses	unbeatenhome	lastgameresult	unbeatenaway	awaylosses	awaydraws	homedraws	teamlongform
6	14	5	9	3	7	46	0	0	0	0	0	66	66	0	2102	5	3	395	9	114004	3	0	5	11	0	2	0	0	0	2	2	0	40
2	2	2	6	12	9	73	0	0	0	0	0	66	66	0	21122	10	0	396	7	114326	8	4	8	14	1	0	1	0	0	1	1	1	66
3	13	4	10	6	7	33	0	0	0	0	0	68	68	0	11002	3	2	397	7	325	3	1	0	11	4	1	0	0	0	1	2	0	52
2	2	5	1	5	3	66	0	0	0	0	0	68	68	0	21022	10	2	398	7	326	0	3	0	16	1	0	1	0	0	1	0	1	76
3	6	10	3	4	4	66	0	0	0	0	1	68	68	0	22210	10	3	399	7	327	10	1	0	14	2	0	1	2	0	1	1	1	66
3	1	4	4	9	3	73	0	0	0	1	0	68	68	0	22121	0	1	400	6	436	10	3	0	14	2	0	1	1	1	0	1	1	77
6	7	7	13	0	4	46	0	0	0	0	0	68	68	0	20012	3	2	401	7	741	3	0	3	8	1	1	0	0	0	2	1	1	38
2	4	5	15	2	5	40	0	0	0	0	0	68	68	0	202	5	2	402	7	101014	5	0	10	6	4	2	0	0	0	3	0	0	28
3	9	8	12	4	8	53	0	0	0	0	0	68	68	0	10212	3	2	403	7	101016	3	0	5	9	0	1	0	0	0	1	2	1	42
1	14	6	8	3	6	66	0	0	0	0	0	68	68	0	22021	3	2	404	7	101020	3	1	5	11	0	0	1	1	0	2	1	1	52
4	19	2	18	5	7	26	0	0	0	0	0	68	68	0	12000	5	1	405	7	101026	5	0	3	5	3	2	0	2	0	2	2	0	23
4	12	9	5	5	2	80	0	0	0	0	0	68	68	0	22220	8	2	406	7	101028	8	2	3	13	0	1	0	2	0	1	0	1	61
4	3	7	6	2	1	60	0	0	0	1	0	68	68	0	21211	8	2	407	6	101033	8	1	3	12	0	0	1	1	1	0	2	1	66
4	17	1	20	3	12	0	0	1	0	0	0	68	68	0	0	5	0	408	7	101037	5	0	3	1	3	2	0	2	0	4	0	1	4
4	10	7	11	3	3	60	0	0	0	0	0	68	68	0	11122	3	1	409	7	101041	3	1	8	9	2	1	0	0	0	1	1	2	42
0	15	3	14	3	10	46	0	0	0	0	0	68	68	0	2120	3	2	410	7	110776	3	0	3	8	1	0	1	2	0	3	1	1	38
2	8	7	9	4	8	46	0	0	0	0	0	68	68	0	2210	3	2	411	7	111117	3	1	8	11	2	0	1	2	0	2	1	1	52
3	11	4	17	1	5	26	0	0	0	0	0	68	68	0	21000	5	1	412	6	111339	5	0	3	5	2	1	0	2	0	2	1	1	27
4	16	1	19	1	5	13	0	1	0	0	0	68	68	0	101	5	0	413	7	112120	5	0	5	2	2	2	0	1	0	3	0	2	9
4	5	4	7	2	5	60	0	0	0	0	0	68	68	0	222	8	2	414	6	113142	8	2	10	12	2	1	0	0	0	1	0	0	66
10	20	6	16	1	4	20	0	0	0	0	0	68	68	0	20000	5	1	415	7	113259	5	1	5	6	1	3	0	2	0	2	0	0	28
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	416	0	100135	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	76	76	0	0	0	0	417	0	100325	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	76	76	0	0	0	0	418	0	101047	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	419	0	101059	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	420	0	110929	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	421	0	110930	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	422	0	111596	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	423	0	111701	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	424	0	112190	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	425	0	114815	0	0	0	0	0	0	0	0	0	0	0	0	0
25	7	21	5	17	15	33	0	0	0	0	0	76	83	9	11020	3	5	426	31	114434	8	5	8	39	1	7	0	2	0	5	4	5	20
16	2	30	1	20	17	66	0	0	0	0	0	76	83	0	21022	0	10	427	31	114435	0	7	0	61	1	1	0	0	0	3	5	5	76
18	1	33	2	22	12	86	0	0	0	0	1	76	83	0	21222	9	11	428	31	114436	9	6	0	60	2	3	0	0	0	2	6	3	70
5	6	9	6	1	2	60	0	0	0	0	0	76	350	0	20202	8	3	429	5	114437	8	0	0	9	3	1	0	0	0	1	0	0	60
3	8	3	12	3	5	26	0	1	0	0	0	76	350	0	11110	5	0	430	6	114438	5	0	9	5	4	0	1	2	0	1	2	3	27
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	431	0	114521	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	432	0	115366	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	433	0	115481	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	434	0	113939	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	435	0	113143	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	436	0	114615	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	437	0	116007	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	76	76	0	0	0	0	438	0	112853	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	76	76	0	0	0	0	439	0	116374	0	0	0	0	0	0	0	0	0	0	0	0	0
14	12	5	15	7	15	20	0	0	0	0	0	76	2012	4	20000	4	1	440	14	116369	4	1	3	7	3	5	0	2	0	6	0	1	13
6	7	8	8	13	11	46	0	0	0	0	0	76	2012	3	10220	3	3	441	14	110955	3	3	8	22	2	1	0	2	0	3	1	3	46
4	5	14	1	16	6	100	0	0	0	0	0	76	2012	0	22222	0	6	442	14	111724	0	4	8	33	0	0	1	0	0	1	2	1	76
6	3	13	6	6	10	66	0	0	0	0	0	76	2012	8	21022	3	5	443	14	111768	3	2	9	24	3	0	1	0	0	4	1	2	60
2	1	11	3	12	9	80	0	0	0	0	1	76	2012	9	22202	9	5	444	14	111769	9	3	5	28	0	0	1	0	0	2	2	2	73
6	13	8	5	16	12	40	0	0	0	0	0	76	2012	8	20002	8	3	445	14	111773	8	4	3	24	0	1	0	0	0	3	0	3	56
6	9	9	10	4	8	46	0	0	0	0	0	76	2012	3	2021	3	3	446	14	111779	3	1	3	18	1	1	0	1	0	3	3	3	53
1	4	16	4	14	6	60	0	0	0	0	0	76	2012	9	2202	8	6	447	14	112540	8	2	9	28	2	0	1	0	0	2	3	1	66
10	15	7	11	4	9	33	0	0	0	0	0	76	2012	3	1021	3	1	448	14	115246	3	0	3	11	1	2	0	1	0	3	4	4	30
8	16	5	13	8	15	26	0	0	0	0	0	76	2012	5	10020	5	2	449	14	112985	5	0	5	10	1	3	0	2	0	5	2	2	26
0	2	0	4	0	0	0	0	0	0	0	0	78	78	0	0	0	0	450	0	1318	0	0	0	1687	0	0	0	0	0	0	0	0	0
0	2	0	23	0	0	0	0	0	0	0	0	78	78	0	0	0	0	451	0	1322	0	0	0	1523	0	0	0	0	0	0	0	0	0
0	2	0	1	0	0	0	0	0	0	0	0	78	78	0	0	0	0	452	0	1325	0	0	0	1783	0	0	0	0	0	0	0	0	0
0	2	0	40	0	0	0	0	0	0	0	0	78	78	0	0	0	0	453	0	1330	0	0	0	1459	0	0	0	0	0	0	0	0	0
0	2	0	10	0	0	0	0	0	0	0	0	78	78	0	0	0	0	454	0	1331	0	0	0	1632	0	0	0	0	0	0	0	0	0
0	2	0	54	0	0	0	0	0	0	0	0	78	78	0	0	0	0	455	0	1334	0	0	0	1411	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	78	78	0	0	0	0	456	0	1335	0	0	0	1757	0	0	0	0	0	0	0	0	0
0	2	0	12	0	0	0	0	0	0	0	0	78	78	0	0	0	0	457	0	1337	0	0	0	1609	0	0	0	0	0	0	0	0	0
0	2	0	51	0	0	0	0	0	0	0	0	78	78	0	0	0	0	458	0	1338	0	0	0	1419	0	0	0	0	0	0	0	0	0
0	2	0	52	0	0	0	0	0	0	0	0	78	78	0	0	0	0	459	0	1341	0	0	0	1416	0	0	0	0	0	0	0	0	0
0	2	0	7	0	0	0	0	0	0	0	0	78	78	0	0	0	0	460	0	1343	0	0	0	1642	0	0	0	0	0	0	0	0	0
0	2	0	42	0	0	0	0	0	0	0	0	78	78	0	0	0	0	461	0	1352	0	0	0	1452	0	0	0	0	0	0	0	0	0
0	2	0	21	0	0	0	0	0	0	0	0	78	78	0	0	0	0	462	0	1353	0	0	0	1550	0	0	0	0	0	0	0	0	0
0	2	0	5	0	0	0	0	0	0	0	0	78	78	0	0	0	0	463	0	1354	0	0	0	1666	0	0	0	0	0	0	0	0	0
0	2	0	47	0	0	0	0	0	0	0	0	78	78	0	0	0	0	464	0	1355	0	0	0	1427	0	0	0	0	0	0	0	0	0
0	2	0	43	0	0	0	0	0	0	0	0	78	78	0	0	0	0	465	0	1356	0	0	0	1449	0	0	0	0	0	0	0	0	0
0	2	0	44	0	0	0	0	0	0	0	0	78	78	0	0	0	0	466	0	1359	0	0	0	1441	0	0	0	0	0	0	0	0	0
0	2	0	6	0	0	0	0	0	0	0	0	78	78	0	0	0	0	467	0	1362	0	0	0	1648	0	0	0	0	0	0	0	0	0
0	2	0	18	0	0	0	0	0	0	0	0	78	78	0	0	0	0	468	0	1363	0	0	0	1570	0	0	0	0	0	0	0	0	0
0	2	0	24	0	0	0	0	0	0	0	0	78	78	0	0	0	0	469	0	1366	0	0	0	1515	0	0	0	0	0	0	0	0	0
0	2	0	17	0	0	0	0	0	0	0	0	78	78	0	0	0	0	470	0	1367	0	0	0	1570	0	0	0	0	0	0	0	0	0
0	2	0	8	0	0	0	0	0	0	0	0	78	78	0	0	0	0	471	0	1369	0	0	0	1642	0	0	0	0	0	0	0	0	0
0	2	0	3	0	0	0	0	0	0	0	0	78	78	0	0	0	0	472	0	1370	0	0	0	1743	0	0	0	0	0	0	0	0	0
0	2	0	11	0	0	0	0	0	0	0	0	78	78	0	0	0	0	473	0	1386	0	0	0	1630	0	0	0	0	0	0	0	0	0
0	2	0	20	0	0	0	0	0	0	0	0	78	78	0	0	0	0	474	0	1387	0	0	0	1555	0	0	0	0	0	0	0	0	0
0	2	0	77	0	0	0	0	0	0	0	0	78	78	0	0	0	0	475	0	1413	0	0	0	1323	0	0	0	0	0	0	0	0	0
0	2	0	41	0	0	0	0	0	0	0	0	78	78	0	0	0	0	476	0	1415	0	0	0	1457	0	0	0	0	0	0	0	0	0
0	2	0	37	0	0	0	0	0	0	0	0	78	78	0	0	0	0	477	0	1886	0	0	0	1469	0	0	0	0	0	0	0	0	0
0	2	0	16	0	0	0	0	0	0	0	0	78	78	0	0	0	0	478	0	105035	0	0	0	1598	0	0	0	0	0	0	0	0	0
0	2	0	48	0	0	0	0	0	0	0	0	78	78	0	0	0	0	479	0	110081	0	0	0	1426	0	0	0	0	0	0	0	0	0
0	2	0	70	0	0	0	0	0	0	0	0	78	78	0	0	0	0	480	0	111455	0	0	0	1341	0	0	0	0	0	0	0	0	0
0	2	0	122	0	0	0	0	0	0	0	0	78	78	0	0	0	0	481	0	111473	0	0	0	1149	0	0	0	0	0	0	0	0	0
18	19	12	17	10	25	20	0	0	0	0	0	78	349	3	2	5	3	482	30	112783	5	4	5	26	2	8	0	0	0	10	1	4	23
12	18	11	16	19	26	33	0	0	0	0	0	78	349	3	21010	5	2	483	30	113161	5	3	5	27	1	4	0	2	0	9	3	9	20
18	11	12	19	8	30	26	0	0	0	0	0	78	349	3	210	5	4	484	30	113183	5	1	3	21	3	6	0	2	0	13	1	5	26
25	15	16	20	7	40	26	0	0	0	0	0	78	349	3	20001	5	3	485	30	113197	5	1	5	19	2	7	0	1	0	12	2	5	40
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	486	0	114897	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	487	0	110989	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	488	0	110974	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	489	0	110970	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	490	0	114688	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	491	0	112523	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	492	0	112533	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	493	0	113801	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	494	0	115365	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	495	0	113307	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	496	0	113313	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	497	0	113655	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	78	1003	0	0	0	0	498	0	112001	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	499	0	110394	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	500	0	110581	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	501	0	111706	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	502	0	111711	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	503	0	116319	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	504	0	116322	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	505	0	100765	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	506	0	116317	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	507	0	116318	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	508	0	116315	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	509	0	116314	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	510	0	116313	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	511	0	116274	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	512	0	116273	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	513	0	116272	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	514	0	113594	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	78	76	0	0	0	0	515	0	113578	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	13	1	10	2	100	0	0	1	1	1	80	80	0	22222	0	4	516	9	191	0	5	0	27	1	0	1	0	1	0	0	0	100
7	2	13	2	11	3	73	0	0	0	0	0	80	80	0	11222	10	3	517	9	209	10	3	10	20	1	1	0	0	1	0	1	1	74
8	8	6	6	3	3	33	0	0	0	0	0	80	80	0	10012	8	1	518	9	252	8	1	10	10	2	2	0	0	0	1	2	2	37
7	5	7	11	3	6	26	0	0	0	0	0	80	80	0	21000	5	2	519	9	254	5	0	10	8	4	3	0	2	0	2	2	0	29
3	3	3	5	9	8	60	0	0	0	0	0	80	80	0	11212	8	0	520	9	256	8	2	8	11	1	0	1	0	0	2	1	4	40
5	10	8	4	5	16	33	0	0	0	0	0	80	80	0	2110	10	3	521	9	780	10	0	3	12	0	0	1	2	0	3	2	1	44
6	6	8	3	7	10	46	0	0	0	0	0	80	80	0	2012	10	2	522	9	1787	10	1	5	12	0	0	1	0	0	3	1	2	44
8	11	5	8	10	7	33	0	0	0	0	0	80	80	0	10210	3	0	523	9	2017	3	2	3	9	1	3	0	2	0	1	2	1	33
9	9	4	9	3	4	20	0	0	0	0	0	80	80	0	10110	3	1	524	9	15009	3	1	3	9	1	3	0	2	0	1	2	1	33
7	7	7	12	4	10	26	0	0	0	0	0	80	80	0	10002	4	1	525	9	15040	4	0	3	8	3	1	0	0	0	2	2	3	29
3	12	6	10	5	10	33	0	0	0	0	0	80	80	0	1210	5	1	526	9	111821	5	1	5	9	1	1	0	2	0	3	1	2	33
11	4	7	7	6	8	46	0	0	0	0	0	80	80	0	22010	3	1	527	9	111822	3	1	8	9	2	3	0	2	0	1	2	1	33
4	18	7	2	7	5	60	0	0	0	0	0	83	68	0	222	10	3	528	7	101006	10	2	5	15	0	1	0	0	0	1	0	0	71
17	9	14	9	13	20	53	0	0	0	0	0	83	83	9	11202	5	5	529	31	981	5	3	3	34	2	6	0	0	0	7	6	4	40
21	8	17	10	15	17	53	0	0	0	0	0	83	83	9	1212	5	4	530	31	982	5	4	8	33	3	8	0	0	0	6	5	4	30
19	3	15	6	17	17	26	0	0	0	0	0	83	83	0	12000	8	5	531	30	1474	3	5	9	39	3	6	0	2	0	5	4	5	36
12	10	15	8	17	28	6	0	0	0	0	0	83	83	0	10	3	6	532	30	110765	3	4	5	37	0	4	0	2	0	9	2	5	36
9	6	16	12	12	26	20	0	0	0	0	0	83	83	9	2000	5	4	533	27	112115	5	2	8	27	4	2	0	2	0	10	3	6	33
18	12	21	4	23	25	53	0	0	0	0	0	83	83	0	12021	8	7	534	31	112558	8	5	3	45	0	4	0	1	0	6	6	3	60
5	2	7	10	2	5	40	0	0	0	0	0	83	350	0	10211	3	1	535	6	111674	3	0	0	6	4	0	1	1	0	2	1	2	33
5	16	5	14	0	2	26	0	0	0	0	0	83	350	0	12	4	1	536	5	112572	4	0	5	4	2	1	0	0	0	2	1	0	26
3	12	2	13	1	3	33	0	0	0	0	0	83	350	0	21010	5	1	537	6	112990	5	0	5	5	1	1	0	2	0	2	1	1	27
5	13	4	15	2	10	6	0	0	0	0	0	83	350	0	1000	4	1	538	6	113058	4	0	3	4	3	1	0	2	0	3	0	1	22
5	14	7	8	1	4	46	0	0	0	0	0	83	350	0	10022	3	1	539	6	113222	3	1	5	8	0	0	1	0	0	2	0	2	44
7	18	2	19	3	6	33	0	0	0	0	0	83	20	6	10120	4	0	540	10	110197	4	1	8	7	4	2	0	2	0	3	1	3	23
8	20	2	20	1	6	26	0	0	0	0	0	83	2076	6	12	4	1	541	9	110678	4	0	5	4	2	4	0	0	0	3	1	0	14
3	17	10	2	8	6	53	0	0	0	0	0	83	2076	6	12120	6	4	542	9	115820	6	1	5	17	0	1	0	2	0	1	2	0	62
0	1	0	1	0	0	0	0	0	0	0	0	83	76	0	0	0	0	543	0	114600	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	83	76	0	0	0	0	544	0	115483	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	83	76	0	0	0	0	545	0	112658	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	83	76	0	0	0	0	546	0	101102	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	83	76	0	0	0	0	547	0	111011	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	83	76	0	0	0	0	548	0	112914	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	83	76	0	0	0	0	549	0	101100	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	111	111	0	0	0	0	550	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	111	111	0	0	0	0	551	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0
5	8	7	6	3	4	40	0	0	0	0	0	189	189	0	1112	3	2	552	8	322	3	0	5	10	0	1	0	0	0	1	3	1	41
5	6	10	4	6	9	60	0	0	0	0	0	189	189	0	21211	3	2	553	8	324	8	1	8	12	1	1	0	1	0	1	2	1	50
4	1	7	3	9	11	33	0	0	0	0	0	189	189	0	21010	10	2	554	8	894	10	2	8	14	0	0	1	2	0	2	1	1	58
4	2	15	1	7	3	60	0	0	0	1	0	189	189	0	11122	0	3	555	8	896	0	2	0	18	1	0	1	0	1	0	2	1	75
12	9	8	9	4	7	20	0	1	0	0	0	189	189	0	1110	5	0	556	8	897	5	0	10	4	4	3	0	2	0	1	2	2	16
8	5	6	8	5	10	13	0	0	0	0	0	189	189	0	11000	5	0	557	8	898	5	1	8	6	3	1	0	2	0	3	0	3	25
1	3	6	2	11	6	66	0	0	0	0	1	189	189	0	1222	10	2	558	7	900	10	2	0	14	2	0	1	0	0	1	1	1	66
11	10	5	10	4	8	26	0	1	0	0	0	189	189	0	11101	4	0	559	8	1862	4	0	3	4	3	2	0	1	0	2	2	2	16
5	4	4	5	7	5	53	0	0	0	0	0	189	189	0	20112	8	1	560	7	10032	3	2	3	11	1	1	0	0	0	1	0	2	52
5	7	6	7	4	11	40	0	0	0	0	0	189	189	0	12110	3	2	561	8	110770	3	0	3	9	1	1	0	2	0	2	2	1	37
2	3	7	1	12	2	100	0	0	0	1	0	308	308	0	22222	0	3	562	7	234	0	4	0	21	1	0	1	0	1	0	0	0	100
0	1	10	2	6	4	73	0	0	0	1	0	308	308	0	12122	10	3	563	7	236	10	2	0	17	2	0	1	0	1	0	2	0	80
1	2	7	3	4	2	73	0	0	0	1	1	308	308	0	21122	10	3	564	7	237	10	2	0	17	2	0	1	0	1	0	1	1	80
8	7	4	16	1	7	26	0	0	0	0	0	308	308	0	2001	5	1	565	7	1438	5	0	8	5	3	1	0	1	0	3	0	2	23
4	6	5	10	2	2	40	0	0	0	0	0	308	308	0	21110	3	1	566	7	1887	3	0	10	7	3	2	0	2	1	0	3	1	33
6	5	6	7	2	2	13	0	0	0	0	0	308	308	0	110	3	1	567	7	1888	8	1	3	8	0	2	0	2	0	1	1	1	38
4	17	3	18	0	4	20	0	1	0	0	0	308	308	0	111	4	0	568	6	1889	4	0	3	3	3	1	0	1	0	2	1	2	16
3	11	3	9	2	4	33	0	0	0	0	0	308	308	0	211	8	1	569	6	1892	3	1	10	8	3	1	0	1	0	1	1	1	44
5	10	3	12	3	4	20	0	0	0	0	0	308	308	0	10110	3	0	570	7	1893	3	1	5	6	0	1	0	2	0	2	1	2	28
3	4	4	5	6	3	60	0	0	0	0	0	308	308	0	21121	8	1	571	7	1896	8	2	10	12	2	1	0	1	1	0	2	1	57
1	12	6	8	2	7	53	0	0	0	0	0	308	308	0	22110	8	2	572	6	1898	8	0	3	8	0	0	1	2	0	2	1	1	44
8	18	7	14	3	8	33	0	0	0	0	0	308	308	0	1102	3	1	573	7	1900	3	0	8	6	2	2	0	0	0	1	2	1	28
2	9	2	4	7	2	66	0	0	0	0	0	308	308	0	12220	10	1	574	6	10020	10	3	5	13	0	1	0	2	1	0	0	1	72
3	13	2	6	5	1	53	0	0	0	0	0	308	308	0	20121	8	1	575	7	10031	8	2	3	11	0	2	0	1	1	0	1	1	52
3	14	4	11	2	9	26	0	0	0	0	0	308	308	0	1111	3	1	576	7	111539	3	0	5	7	0	0	1	1	0	2	2	2	33
5	15	4	15	3	9	33	0	0	0	0	0	308	308	0	20110	5	1	577	7	112513	5	0	5	5	1	1	0	2	0	3	1	1	23
7	16	7	13	3	7	20	0	0	0	0	0	308	308	0	2	3	2	578	7	112516	3	0	3	6	1	2	0	0	0	3	0	0	28
3	8	2	17	5	9	20	0	1	0	0	0	308	308	0	1110	4	0	579	7	112809	4	0	8	3	4	1	0	2	0	3	1	2	14
3	3	7	10	3	7	46	0	0	0	0	0	330	330	0	2210	3	3	580	9	308	3	1	0	13	4	1	0	2	0	3	0	1	48
5	9	4	6	7	2	26	0	0	0	0	0	330	330	0	20100	8	2	581	10	310	8	3	3	17	0	3	0	2	1	0	1	1	56
8	10	7	15	0	11	0	0	0	0	0	0	330	330	0	0	4	2	582	9	100757	4	0	5	6	2	3	0	2	0	4	0	0	22
3	7	1	8	7	3	66	0	0	0	0	0	330	330	0	2221	3	1	583	10	100759	3	3	3	14	1	3	0	1	0	1	1	1	46
5	2	16	4	3	6	66	0	0	0	0	0	330	330	0	10222	8	4	584	10	100761	8	1	0	18	3	0	1	0	0	2	2	1	60
1	6	13	3	1	4	66	0	0	0	0	0	330	330	0	21202	10	5	585	10	110075	10	0	8	18	0	0	1	0	0	2	3	0	60
4	10	6	7	3	2	53	0	0	0	0	0	330	330	0	22110	3	2	586	10	110750	3	2	3	16	1	1	0	2	0	1	1	3	53
4	8	4	2	7	3	53	0	0	0	0	0	330	330	0	1221	10	2	587	10	110752	10	4	8	21	0	1	0	1	1	0	1	2	70
6	10	4	14	3	6	20	0	0	0	0	0	330	330	0	2	5	1	588	9	112637	5	1	3	7	2	3	0	0	0	3	0	1	25
3	5	9	5	5	9	80	0	0	0	0	0	330	330	0	2222	8	4	589	10	113182	8	2	5	18	0	1	0	0	0	3	0	0	60
5	4	4	13	3	4	26	0	0	0	0	0	330	330	0	1111	5	1	590	9	113378	5	0	10	8	4	2	0	1	0	1	3	2	29
4	10	1	11	5	9	26	0	0	0	0	0	330	330	0	21000	3	1	591	10	113380	3	2	5	10	0	3	0	2	0	3	1	0	33
3	10	6	9	2	4	53	0	0	0	0	0	330	330	0	10221	3	2	592	10	113387	3	1	3	13	1	0	1	1	0	3	2	2	43
